image_name	left	top	right	bottom	scaled_width	scaled_height
IMG_2377.JPG	0.00000000	0.00000000	518.00000000	350.00000000	518.00000000	350.00000000
IMG_2378.JPG	0.00000000	0.00000000	518.00000000	350.00000000	518.00000000	350.00000000
IMG_2379.JPG	0.00000000	0.00000000	518.00000000	350.00000000	518.00000000	350.00000000
IMG_2380.JPG	0.00000000	0.00000000	518.00000000	350.00000000	518.00000000	350.00000000
IMG_2381.JPG	0.00000000	0.00000000	518.00000000	350.00000000	518.00000000	350.00000000
IMG_2382.JPG	0.00000000	0.00000000	518.00000000	350.00000000	518.00000000	350.00000000
IMG_2383.JPG	0.00000000	0.00000000	518.00000000	350.00000000	518.00000000	350.00000000
IMG_2384.JPG	0.00000000	0.00000000	518.00000000	350.00000000	518.00000000	350.00000000
IMG_2385.JPG	0.00000000	0.00000000	518.00000000	350.00000000	518.00000000	350.00000000
IMG_2388.JPG	0.00000000	0.00000000	518.00000000	350.00000000	518.00000000	350.00000000
IMG_2389.JPG	0.00000000	0.00000000	518.00000000	350.00000000	518.00000000	350.00000000
IMG_2390.JPG	0.00000000	0.00000000	518.00000000	350.00000000	518.00000000	350.00000000
IMG_2391.JPG	0.00000000	0.00000000	518.00000000	350.00000000	518.00000000	350.00000000
IMG_2392.JPG	0.00000000	0.00000000	518.00000000	350.00000000	518.00000000	350.00000000
IMG_2393.JPG	0.00000000	0.00000000	518.00000000	350.00000000	518.00000000	350.00000000
IMG_2394.JPG	0.00000000	0.00000000	518.00000000	350.00000000	518.00000000	350.00000000
IMG_2395.JPG	0.00000000	0.00000000	518.00000000	350.00000000	518.00000000	350.00000000
IMG_2396.JPG	0.00000000	0.00000000	518.00000000	350.00000000	518.00000000	350.00000000
IMG_2397.JPG	0.00000000	0.00000000	518.00000000	350.00000000	518.00000000	350.00000000
IMG_2398.JPG	0.00000000	0.00000000	518.00000000	350.00000000	518.00000000	350.00000000
IMG_2399.JPG	0.00000000	0.00000000	518.00000000	350.00000000	518.00000000	350.00000000
IMG_2400.JPG	0.00000000	0.00000000	518.00000000	350.00000000	518.00000000	350.00000000
IMG_2401.JPG	0.00000000	0.00000000	518.00000000	350.00000000	518.00000000	350.00000000
IMG_2402.JPG	0.00000000	0.00000000	518.00000000	350.00000000	518.00000000	350.00000000
IMG_2403.JPG	0.00000000	0.00000000	518.00000000	350.00000000	518.00000000	350.00000000
IMG_2404.JPG	0.00000000	0.00000000	518.00000000	350.00000000	518.00000000	350.00000000
IMG_2405.JPG	0.00000000	0.00000000	518.00000000	350.00000000	518.00000000	350.00000000
IMG_2406.JPG	0.00000000	0.00000000	518.00000000	350.00000000	518.00000000	350.00000000
IMG_2407.JPG	0.00000000	0.00000000	518.00000000	350.00000000	518.00000000	350.00000000
IMG_2408.JPG	0.00000000	0.00000000	518.00000000	350.00000000	518.00000000	350.00000000
IMG_2409.JPG	0.00000000	0.00000000	518.00000000	350.00000000	518.00000000	350.00000000
IMG_2410.JPG	0.00000000	0.00000000	518.00000000	350.00000000	518.00000000	350.00000000
IMG_2411.JPG	0.00000000	0.00000000	518.00000000	350.00000000	518.00000000	350.00000000
IMG_2412.JPG	0.00000000	0.00000000	518.00000000	350.00000000	518.00000000	350.00000000
IMG_2415.JPG	0.00000000	0.00000000	518.00000000	350.00000000	518.00000000	350.00000000
