# Camera list with one line of data per camera:
#   CAMERA_ID, MODEL, WIDTH, HEIGHT, PARAMS[]
# Number of cameras: 190
385 RADIAL 1013 760 925.2865075870243 506.5 380.0 -0.05031688764879941 -0.004703102040275964
270 RADIAL 1013 767 942.9510871506876 506.5 383.2972972972973 0.04794942725651537 0.01055098536293781
279 RADIAL 760 1013 753.9425461176853 380.00000000000006 506.49999999999994 0.0402819002010975 0.0031476288703247545
386 RADIAL 760 1013 2122.0758761549628 380.0 506.5 0.11525550570936371 -0.12216590649471201
514 RADIAL 1013 760 1279.409213280807 506.50000000000006 380.0 -0.012530758563896672 0.03752546081542702
8 RADIAL 1140 760 2743.332517330254 570.0 380.0 -0.057091497085728894 0.0005851993866966519
521 RADIAL 1013 760 913.6157739853404 506.5 380.0 -0.18794015184553212 0.12922127426348612
523 RADIAL 1013 760 915.9244607047532 506.5 380.0 -0.19886648644336669 0.15533739184854917
528 RADIAL 1013 767 1133.8211766346474 506.5 383.2972972972973 -0.08619306145846349 0.06694341009420672
278 RADIAL 1013 767 1175.253788019078 506.5 383.2972972972973 -0.17558364611460572 0.5212228554532928
409 RADIAL 1140 760 1069.1212865048133 570.0 380.0 -0.14102978512640119 0.11869301117376103
281 RADIAL 1013 760 2487.5030034736974 506.49999999999994 380.00000000000006 1.6126529006547468 0.09396582274256349
37 RADIAL 1147 760 1700.6044605141647 573.5 380.0 0.14846243915502316 0.3516464293614953
421 RADIAL 760 1011 2364.3655012282093 380.0 505.5 -0.1615443872088758 -0.009732420005283998
39 RADIAL 1013 767 1141.9673816306401 506.5 383.2972972972973 -0.05086227076492109 -0.16437834731812606
423 RADIAL 1486 760 1600.1856281462099 743.0000000000001 380.0 -0.13067540810636216 0.10070152614248114
425 RADIAL 760 1057 2323.595523186807 380.0 528.5 -0.1454860354862281 0.024552163723738866
176 RADIAL 1141 760 1513.3031844697296 570.5 380.0 -0.14633717866863238 0.05766855015486302
314 RADIAL 760 1140 2630.0723560331016 380.0 570.0 -0.1296357600352888 -0.012670359540788679
189 RADIAL 1013 767 1324.0503886850097 506.5 383.2972972972973 -0.10517568168939063 0.03472790253761289
457 RADIAL 1140 760 1068.9627638767886 570.0 380.0 -0.1385907076568569 0.11232550623138302
461 RADIAL 1013 767 1489.4919615995423 506.5 383.2972972972973 0.1544041076011232 -0.4758052065693778
77 RADIAL 1013 760 941.2786770207473 506.5 380.0 0.13271120637831196 -0.34659040532134383
208 RADIAL 1143 760 1657.3219838929053 571.5 380.0 -0.03470225634263873 0.11959427679981316
211 RADIAL 760 1143 2145.3895256463124 380.0 571.5 0.5341901037807789 0.2611373123245209
343 RADIAL 760 1013 1417.5343753891755 380.0 506.5 0.070172402786093 0.10623749506870249
90 RADIAL 760 1013 2227.26093374697 380.0 506.5 -0.14323133937628843 0.03788431143265498
476 RADIAL 1013 767 1189.6535945599874 506.5 383.2972972972973 -0.2190285033588586 0.2500686100094278
95 RADIAL 760 972 1500.0571214400231 380.0 485.99999999999994 -0.08627515091467575 0.7956793591883347
487 RADIAL 1144 760 1499.6419062008497 572.0 380.0 0.07837814875259907 -1.180673822049583
106 RADIAL 1013 760 790.239153311876 506.5 380.0 0.2380848237341672 -0.4034574913221702
363 RADIAL 1013 760 1058.541011899791 506.5 380.0 -0.22531946718766022 0.13030609210446514
